,review_stars,reveiw_buy_site,review_name,review_date,review_title,review_text
18,평점5,술팜 전통주 쇼핑몰,aanh****,23.06.05.,술팜에서 기회될때마다 막걸리 구매하는 사람입니다ㅎㅎ일전에 해창6도 먹어봤는데 동생이 먹어보고싶다고해서 해창12도로 구매했습니다저도 해창12도는 처음이었는네 확실히 취기가 빨리 올라,"술팜에서 기회될때마다 막걸리 구매하는 사람입니다ㅎㅎ
일전에 해창6도 먹어봤는데 동생이 먹어보고싶다고해서 해창12도로 구매했습니다
저도 해창12도는 처음이었는네 확실히 취기가 빨리 올라오긴합니다 ㅎㅎ
하지만 걸죽하고 묵직한 술을 좋아하는 편이여서 좋았어요 아침햇살 먹는 것처럼 적당히 달달하면서 쌀맛 또한 느껴졌구요! 해창 명성답게 맛있게 먹었습니다????"
19,평점5,술픽,jwjp****,23.06.05.,가격이 사악하기는 하나 참 맛있다고 좋아하셔서 사드립니다,가격이 사악하기는 하나 참 맛있다고 좋아하셔서 사드립니다
20,평점5,술마켓,sbb2****,23.06.05.,잘 포장되서 흐르지 않게 왔네요!,잘 포장되서 흐르지 않게 왔네요!
21,평점5,술픽,dayu****,23.06.05.,해창막걸리 정말 맛있습니다 !,해창막걸리 정말 맛있습니다 !
22,평점5,술픽,hwan****,23.06.04.,두번째 구입했는데 만족해요 배송도 빠르고 포장도 꼼꼼히해서 보내주시네요 주위에서 처음 맛보는것이라 다들 좋아해서 제 기분도 좋았어요 강추합니다.,두번째 구입했는데 만족해요 배송도 빠르고 포장도 꼼꼼히해서 보내주시네요 주위에서 처음 맛보는것이라 다들 좋아해서 제 기분도 좋았어요 강추합니다.
23,평점5,술팜 전통주 쇼핑몰,sgbb****,23.06.04.,다른 막걸리에 비해 묵직한 맛이 좋았네요걸죽한 느낌이 들 정도였지만 적당한 단맛과 잘 어울려요,"다른 막걸리에 비해 묵직한 맛이 좋았네요
걸죽한 느낌이 들 정도였지만 적당한 단맛과 잘 어울려요"
24,평점5,술픽,thso****,23.06.04.,약간 걸쭉하고 다른 막걸리보다 탄산도 적고 시큼달달해여 밥이랑 먹기보단 간단하게 간식이랑 먹기 좋은 것 같아요 맛있어용 최고~,약간 걸쭉하고 다른 막걸리보다 탄산도 적고 시큼달달해여 밥이랑 먹기보단 간단하게 간식이랑 먹기 좋은 것 같아요 맛있어용 최고~
25,평점5,술픽,joon****,23.06.04.,맛있어서 금방 비워버리네요 ㅎㅎ,맛있어서 금방 비워버리네요 ㅎㅎ
26,평점5,술마켓,hakb****,23.06.04.,배송도 빠르고 안전하게 왔어요,배송도 빠르고 안전하게 왔어요
27,평점5,술픽,myou****,23.06.04.,기분내고 싶을때 이용합니다,기분내고 싶을때 이용합니다
28,평점5,술픽,baiw****,23.06.04.,항싱맞거처우주너러웆,항싱맞거처우주너러웆
29,평점5,술픽,pool****,23.06.04.,와 맛있다더니 진짜 맛있어요막걸리계의 에르메스..,"와 맛있다더니 진짜 맛있어요
막걸리계의 에르메스.."
30,평점3,술픽,jin6****,23.06.03.,짝꿍이 선물받아서 마셔보고는 너무맛있다고 바로 10병주문했는데 술맛을 모르는 제입장에서는 시중에서 파는것보다 독하고 쓰기만하니 별루던데..짝꿍은 애껴 먹느라 하루한병이상안마시네요.,"짝꿍이 선물받아서 마셔보고는 너무맛있다고 바로 10병주문했는데 술맛을 모르는 제입장에서는 시중에서 파는것보다 독하고 쓰기만하니 별루던데..
짝꿍은 애껴 먹느라 하루한병이상안마시네요..
가성비가 그닥 좋은건 아닌듯 하네요"
31,평점5,술팜 전통주 쇼핑몰,cute****,23.06.03.,만든지 일주일밖에 안된걸로 배송와서 맛있게 잘 먹었어요오래되면 걸죽해지거든요,"만든지 일주일밖에 안된걸로 배송와서 맛있게 잘 먹었어요
오래되면 걸죽해지거든요"
32,평점5,술픽,ggos****,23.06.03.,언제나 맛있는 최고의 막걸리 해창! 늘 쟁여놓고 잘 마시고 있어요,언제나 맛있는 최고의 막걸리 해창! 늘 쟁여놓고 잘 마시고 있어요
33,평점5,술픽,papa****,23.06.03.,지인한테 추천받아서 먹었는데 너무 맞있어요 막걸리가 이렇게 맞있고 걸쭉한건 처음이네요 강추강추합니다~~,"지인한테 추천받아서 먹었는데 너무 맞있어요 막걸리가 이렇게 맞있고 걸쭉한건 처음이네요
강추강추합니다~~"
34,평점5,술픽,ohmy****,23.06.03.,해창 12도는 말알필요없이 맛나지요 비싼게 흠이지만 ㅋ,해창 12도는 말알필요없이 맛나지요 비싼게 흠이지만 ㅋ
35,평점5,술픽,acnz****,23.06.03.,소문으로만 듣던 막걸리를 먹어볼 수 있어서 만족합니다,소문으로만 듣던 막걸리를 먹어볼 수 있어서 만족합니다
36,평점5,술마켓,aaas****,23.06.03.,해창12도는 굳이 말이필요없을정도로 맛있습니다 걸쭉한막걸리를 안좋아하는분빼곤 모두 맛있다고 칭찬한 막걸립니다,해창12도는 굳이 말이필요없을정도로 맛있습니다 걸쭉한막걸리를 안좋아하는분빼곤 모두 맛있다고 칭찬한 막걸립니다
37,평점5,술픽,rodw****,23.06.03.,선물용이에요 잘산거같아요,선물용이에요 잘산거같아요
38,평점5,술픽,home****,23.06.03.,맛읶어용 또 먹을거예요,맛읶어용 또 먹을거예요
39,평점5,술담화 전통주 쇼핑몰,bito****,23.06.02.,술집에서 먹어보고 완전 반해서 주문했어요이거 먹고는 다른 막걸이는 못 먹지 싶네요,"술집에서 먹어보고 완전 반해서 주문했어요
이거 먹고는 다른 막걸이는 못 먹지 싶네요"
40,평점5,우리술상회,lach****,23.06.02.,해창 막걸리 비싸긴 한데 맛있어요. 마트에서 사는 것 보다 싸게 잘 구입 했네요. 포장도 꼼꼼하게 잘 되서 왔네요.,해창 막걸리 비싸긴 한데 맛있어요. 마트에서 사는 것 보다 싸게 잘 구입 했네요. 포장도 꼼꼼하게 잘 되서 왔네요.
41,평점5,술픽,kyur****,23.06.02.,주문하고 다음 날 바로 왔구요확실히 9도보단 12도가 맛있네요ㅎㅎ,"주문하고 다음 날 바로 왔구요
확실히 9도보단 12도가 맛있네요ㅎㅎ"
42,평점5,술픽,eure****,23.06.02.,예전에 먹어보고 맛있어서 샀어요. 아주 부드럽고 맛나요,예전에 먹어보고 맛있어서 샀어요. 아주 부드럽고 맛나요
43,평점5,술픽,wall****,23.06.02.,묵직하고 부드럽게 잘 넘어갑니다,묵직하고 부드럽게 잘 넘어갑니다
44,평점5,술픽,1992****,23.06.02.,9도보다 더 탄산있는 맛이에요,9도보다 더 탄산있는 맛이에요
45,평점5,술픽,kd31****,23.06.02.,좋아요 아주 좋아요,좋아요 아주 좋아요
46,평점5,DOSU,hula****,23.06.01.,아빠가 막걸리를 좋아하셔서 샀어요 맛있습니다,아빠가 막걸리를 좋아하셔서 샀어요 맛있습니다
47,평점5,술픽,each****,23.06.01.,잘먹을게요 맛있어보여요!,잘먹을게요 맛있어보여요!
48,평점5,술픽,scar****,23.06.01.,칼칼하니 맛있습니다,칼칼하니 맛있습니다
49,평점5,술픽,gary****,23.06.01.,여윽시 막걸리는 해창아이다아입아이까,여윽시 막걸리는 해창아이다아입아이까
50,평점5,술픽,eunj****,23.05.31.,"너무 맛있어서 2번 주문해서 먹었습니다 ??주문한 바로 다음날 도착 이에여??완전 로켓배송 ??12도는 확실히 요거트처럼 부드럽고 맛있지만, 알콜맛이 확!나구요. 빨리 취해요?","너무 맛있어서 2번 주문해서 먹었습니다 ??
주문한 바로 다음날 도착 이에여??완전 로켓배송 ??
12도는 확실히 요거트처럼 부드럽고 맛있지만, 알콜맛이 확!나구요. 빨리 취해요?? 9도는 탄산이 많이 느껴지고, 가볍게 마시기 좋아요 ? ?"
51,평점4,술픽,kbc4****,23.05.31.,막걸리라 조금 샌거 같았지만 맛있게 잘 먹었네요,막걸리라 조금 샌거 같았지만 맛있게 잘 먹었네요
52,평점5,술픽,onew****,23.05.31.,막걸리가 아니라 무슨 요거트 같네용 ㅎ,막걸리가 아니라 무슨 요거트 같네용 ㅎ
53,평점5,술픽,nizi****,23.05.31.,해창 최애막걸리 입니다 너무 좋아요,"해창 최애
막걸리 입니다 너무 좋아요"
54,평점5,술픽,c3po****,23.05.31.,배송 진짜 빨랐어요,배송 진짜 빨랐어요
55,평점5,술픽,jfsc****,23.05.31.,술맛이 좋아서 가족들이 모두 좋아합니다.계속 재구매하게 됩니다,"술맛이 좋아서 가족들이 모두 좋아합니다.
계속 재구매하게 됩니다"
56,평점3,술픽,purp****,23.05.30.,막걸리 맛이 깔끔하고 맛있어서 좋네요!,막걸리 맛이 깔끔하고 맛있어서 좋네요!
57,평점5,술팜 전통주 쇼핑몰,nela****,23.05.29.,명불허전! 해창 막걸리네요. 처음 따를 때 부터 걸쭉하게 잔에 내려오구요 찐해요.,명불허전! 해창 막걸리네요. 처음 따를 때 부터 걸쭉하게 잔에 내려오구요 찐해요.
58,평점5,술픽,keem****,23.05.29.,와 막걸리 진액 먹는듯이 꾸덕한데 부드럽고 너무 좋았어요!! 맛있네요,와 막걸리 진액 먹는듯이 꾸덕한데 부드럽고 너무 좋았어요!! 맛있네요
59,평점5,술픽,nice****,23.05.29.,포장 완벽 맛도 끝내줄거 같습니다.,포장 완벽 맛도 끝내줄거 같습니다.
60,평점5,술픽,ijun****,23.05.29.,걔속 시켜먹고 있어요 최고,걔속 시켜먹고 있어요 최고
61,평점5,술픽,ijun****,23.05.29.,맛있어요 역시 최곱니다,맛있어요 역시 최곱니다
62,평점5,술픽,yeon****,23.05.29.,부모님이 좋아하셨어요.,부모님이 좋아하셨어요.
63,평점5,술픽,wwka****,23.05.28.,선물했는데 너무좋아하더라구요~12도는 짱이라네요,선물했는데 너무좋아하더라구요~12도는 짱이라네요
64,평점5,술픽,free****,23.05.28.,배송빠름 맛 좋음빠르게 취함,"배송빠름

맛 좋음

빠르게 취함"
65,평점4,술픽,nadu****,23.05.28.,걸쭉하고 요플레 같아요~~~,걸쭉하고 요플레 같아요~~~
66,평점5,술픽,khdl****,23.05.28.,맛있어요~찐 막걸리입니당,"맛있어요~
찐 막걸리입니당"
67,평점5,DOSU,shko****,23.05.28.,배송이빠르고제품이좋음,배송이빠르고제품이좋음
68,평점5,술마켓,goun****,23.05.28.,맛있고 걸죽한데 이거 마시다가 싼 막걸리 마시면 허전~,맛있고 걸죽한데 이거 마시다가 싼 막걸리 마시면 허전~
69,평점5,술픽,ggos****,23.05.27.,해창막걸리는 비교불가죠. 늘 냉장고에 쟁여두고 마시고 있어요,해창막걸리는 비교불가죠. 늘 냉장고에 쟁여두고 마시고 있어요
70,평점5,술픽,hec1****,23.05.27.,왜 유명할까 궁금했는데 되게 진하고 쌀향이 구수했어요ㅎㅎ,왜 유명할까 궁금했는데 되게 진하고 쌀향이 구수했어요ㅎㅎ
71,평점5,술픽,wjds****,23.05.27.,맛있어요 걸쭉하고!,맛있어요 걸쭉하고!
72,평점4,술픽,ssf3****,23.05.27.,정말 찐하네요 술의 깊이가 있네요,정말 찐하네요 술의 깊이가 있네요
73,평점5,술픽,dlgp****,23.05.27.,만족합니다 만족합니다 만족해요 만족합니다,만족합니다 만족합니다 만족해요 만족합니다
74,평점5,술팜 전통주 쇼핑몰,viol****,23.05.26.,배송이 빠르고주문품이 상하지 않도록 아이스팩을 넉넉하게 넣어주시고 또 충전재로 꼼꼼히 포장되어서 왔습니다맛도 맛이지만 배송포장도 매우 안전하게 와서 대만족입니다 다음에도 여기에서,"배송이 빠르고

주문품이 상하지 않도록 아이스팩을 넉넉하게 넣어주시고 또 충전재로 꼼꼼히 포장되어서 왔습니다

맛도 맛이지만 배송포장도 매우 안전하게 와서 대만족입니다 다음에도 여기에서 재주문하려고 합니다"
75,평점5,술픽,egom****,23.05.26.,두번째 먹어보는데 역시 이번에도 맛나네요~,두번째 먹어보는데 역시 이번에도 맛나네요~
76,평점5,인터파크쇼핑,c*o*****,23.05.26.,맛 최고,맛촤고 걸죽하고..많이는 못 먹는^^
77,평점5,술픽,jack****,23.05.26.,맛있어요살짝 신맛이 강해진것 같은데 큰 무리 없어요,"맛있어요
살짝 신맛이 강해진것 같은데 큰 무리 없어요"
78,평점5,술픽,star****,23.05.26.,끈적끈적하니 고급진 막걸리 첨인데 맛있어요,끈적끈적하니 고급진 막걸리 첨인데 맛있어요
79,평점5,술픽,octo****,23.05.26.,해창..최고 존맛입니다. 흐흐흐 해산물하고도 잘어울리는 해창,해창..최고 존맛입니다. 흐흐흐 해산물하고도 잘어울리는 해창
80,평점5,술픽,wisd****,23.05.25.,어느 의사선생님이 이 막걸리는 술이 아니고 약이라고 하더군요,어느 의사선생님이 이 막걸리는 술이 아니고 약이라고 하더군요
81,평점5,술픽,qkdt****,23.05.25.,어제 주문했는데 오늘 왔어요 빠른배송 최고!,어제 주문했는데 오늘 왔어요 빠른배송 최고!
82,평점5,술픽,clea****,23.05.25.,걸쭉하고 맛있어서 선물용으로 좋아요,걸쭉하고 맛있어서 선물용으로 좋아요
83,평점5,술마켓,qhfk****,23.05.25.,진하고 묵직하고 맛있어요일반 막걸리와 다른맛,"진하고 묵직하고 맛있어요
일반 막걸리와 다른맛"
84,평점5,술픽,jayu****,23.05.25.,잘받았습니다 만족합니다,잘받았습니다 만족합니다
85,평점5,술마켓,qhfk****,23.05.24.,유툽보고 맛있대서 구매했는데 대존맛일반 막걸리 같지않고 묵직하고 진해요도수높을수록 더 걸죽한듯,"유툽보고 맛있대서 구매했는데 대존맛
일반 막걸리 같지않고 묵직하고 진해요
도수높을수록 더 걸죽한듯"
86,평점5,술픽,mydr****,23.05.24.,친구 생일선물 했어요,친구 생일선물 했어요
87,평점5,술픽,mytl****,23.05.24.,터진거 없이 잘왔어요,터진거 없이 잘왔어요
88,평점3,술픽,ewhi****,23.05.23.,저에겐 별로였어여. 가겨대비…전 그냥 저렴이 지** 이 맞네요 ㅋ,"저에겐 별로였어여.
가겨대비…
전 그냥 저렴이 지** 이 맞네요 ㅋ"
89,평점4,술픽,lune****,23.05.23.,먹걸리인지 마시는 요거트인지 모를만큼 너무 맛있고 12도에서 오는 도수감도 있어서 더 좋았습니다. 요거트처럼 아주살짝 꾸덕한 느낌도 좋았네요.,먹걸리인지 마시는 요거트인지 모를만큼 너무 맛있고 12도에서 오는 도수감도 있어서 더 좋았습니다. 요거트처럼 아주살짝 꾸덕한 느낌도 좋았네요.
90,평점5,술픽,han0****,23.05.23.,자꾸생각나는맛입니다,자꾸생각나는맛입니다
91,평점5,술픽,han0****,23.05.23.,좋은사람과먹고싶은좋은맛,좋은사람과먹고싶은좋은맛
92,평점5,술픽,rltq****,23.05.23.,아주 좋아요!! 여러분들 꼭사세요 이거사세요!,아주 좋아요!! 여러분들 꼭사세요 이거사세요!
93,평점5,술픽,gtal****,23.05.22.,해창 막걸리 리뷰만 보고는 느린마을과 비슷할 것이라는 예상으로 구매를 했는데 실제 마셔보니 성향은 비슷하나 확실히 달랐습니다. 개인적으로 느린마을보다는 더 만족스럽고 9도보다는 1,해창 막걸리 리뷰만 보고는 느린마을과 비슷할 것이라는 예상으로 구매를 했는데 실제 마셔보니 성향은 비슷하나 확실히 달랐습니다. 개인적으로 느린마을보다는 더 만족스럽고 9도보다는 12도가 만족스러웠습니다. 일단 맛과 풍미의 깊이가 더 좋았고 달지 않아 더 만족스러웠습니다. 12도는 새큼한 맛이 더 높아서 안주와 같이 먹을 때 착착 달라붙어 좋았습니다.
94,평점5,술픽,botf****,23.05.22.,보통 쉽게 구하는 막걸리보다 비싼 가격이지만 확실히 맛이 좋아서 또 마시고 싶어요,보통 쉽게 구하는 막걸리보다 비싼 가격이지만 확실히 맛이 좋아서 또 마시고 싶어요
95,평점5,술픽,cthd****,23.05.22.,다름 막걸리랑 다르게 진해서 맛있어요,다름 막걸리랑 다르게 진해서 맛있어요
96,평점5,술마켓,ryj3****,23.05.22.,맛있어요 최고 막걸리중에 젤 맛있는거같아요,맛있어요 최고 막걸리중에 젤 맛있는거같아요
97,평점5,우리술상회,ibbe****,23.05.21.,9도만 맛보다가 12도 시켰는데 더 맛있네용 술잔도 이뻐요 감사합니다 .,9도만 맛보다가 12도 시켰는데 더 맛있네용 술잔도 이뻐요 감사합니다 .
98,평점5,술픽,nolj****,23.05.21.,정말 맛있는 해창막걸리 최고입니다,정말 맛있는 해창막걸리 최고입니다
99,평점5,술픽,gyem****,23.05.21.,맛있어요.부담은 되지만 그 만큼 맛있습니다.,"맛있어요.
부담은 되지만 그 만큼 맛있습니다."
100,평점5,우리술상회,icar****,23.05.20.,배송빠르고 맛잇어요선물드렸는데 좋아하시네요 뿌듯합니다,"배송빠르고 맛잇어요
선물드렸는데 좋아하시네요 뿌듯합니다"
101,평점5,DOSU,char****,23.05.20.,생각보다 도수가 있어요~~맛좋아요^^,생각보다 도수가 있어요~~맛좋아요^^
102,평점4,DOSU,khju****,23.05.20.,배송도 빠르고 맛있게 잘 마셨네요,배송도 빠르고 맛있게 잘 마셨네요
103,평점4,술픽,hero****,23.05.20.,론데마트에 2000원 더 싸게 파네요ㅠㅠㅠ,론데마트에 2000원 더 싸게 파네요ㅠㅠㅠ
104,평점5,술마켓,vmfp****,23.05.19.,부모님이 제일 좋아하시는 막걸리에요!! 재재구매까지 계속 할 것 같아요 ???이미 재구매로 맛있게 드셨대요,"부모님이 제일 좋아하시는 막걸리에요!!
재재구매까지 계속 할 것 같아요 ???
이미 재구매로 맛있게 드셨대요"
105,평점5,술마켓,vmfp****,23.05.19.,역시 막걸리 세계의 에르메스라고 생각합니다 부모님이 원픽으로 정하신 막걸리라 다른걸 살수가없어요 ?,"역시 막걸리 세계의 에르메스라고 생각합니다
부모님이 원픽으로 정하신 막걸리라 다른걸 살수가없어요 ?"
106,평점5,술픽,kinc****,23.05.19.,막걸리는 해창입니다ㅋㅋ,막걸리는 해창입니다ㅋㅋ
107,평점5,DOSU,sdaw****,23.05.19.,선물드렸는데 좋아하세요,선물드렸는데 좋아하세요
108,평점5,술픽,rhal****,23.05.19.,맛있다고 친구한테 추천했드니 바로 사먹드라구요..ㅋㅋ 친구도 맛있다구 하네요,맛있다고 친구한테 추천했드니 바로 사먹드라구요..ㅋㅋ 친구도 맛있다구 하네요
109,평점5,술픽,yebb****,23.05.18.,진짜 jmt!!돈벌어서 18만원짜리 사먹을꺼에용,"진짜 jmt!!
돈벌어서 18만원짜리 사먹을꺼에용"
110,평점5,마깨주 전통주,icec****,23.05.18.,맛잇어요 부모님도 사드려구요,맛잇어요 부모님도 사드려구요
111,평점5,술픽,1003****,23.05.18.,막걸리 중에서 제일 맛있어요!!,막걸리 중에서 제일 맛있어요!!
112,평점5,술픽,redt****,23.05.18.,매우 만족하는 술입니다.,매우 만족하는 술입니다.
113,평점5,술픽,y_cl****,23.05.18.,진득하니 아주 맛있네요,진득하니 아주 맛있네요
114,평점5,술픽,whfx****,23.05.17.,워낙 유명한 막걸리라 알고있었지만 매번 못마셔보다 이번에 회사 동료랑 같이 마실려고 주문하였습니다무엇보다 만족하는 점은 엄청 빠른 배송인 점입니다.아무래도 여름이라 인터넷으로 주,"워낙 유명한 막걸리라 알고있었지만 매번 못마셔보다
이번에 회사 동료랑 같이 마실려고 주문하였습니다
무엇보다 만족하는 점은 엄청 빠른 배송인 점입니다.
아무래도 여름이라 인터넷으로 주문하기 망설였지만
주문하고 하루만에 도착했내요^^ 다음에도 막걸리 주문은 여기 사이트를 이용할거 같습니다."
115,평점5,G마켓,c*n*****,23.05.17.,해창과 아이들,또띠아에 치즈깔고 덮어서중불에 기름없이 후라이펜에 30초 간 넣었다 조각내서 해창12와 함께 하면 무척 좋아요
116,평점5,술마켓,tau2****,23.05.17.,뒷맛깔끔하고 막걸리 먹었을때 올라오는 트림(?)도 없고 약간 걸죽한 느낌도 좋았고 제 입맛에는 굿입니다.,뒷맛깔끔하고 막걸리 먹었을때 올라오는 트림(?)도 없고 약간 걸죽한 느낌도 좋았고 제 입맛에는 굿입니다.
117,평점5,DOSU,ilil****,23.05.17.,혼술하면서 먹었는데 다음엔 동생이랑 또 같이 먹을꺼에요 ㅎㅎ,혼술하면서 먹었는데 다음엔 동생이랑 또 같이 먹을꺼에요 ㅎㅎ
118,평점5,술픽,kkh6****,23.05.17.,비올때 비빔국수랑 함께 먹으니 너무 맛있네요,비올때 비빔국수랑 함께 먹으니 너무 맛있네요
119,평점5,술마켓,aaas****,23.05.17.,해창12도는 솔직히 가격만 빼면 원탑아닌가?,해창12도는 솔직히 가격만 빼면 원탑아닌가?
120,평점5,술마켓,asky****,23.05.17.,해창은 말해 뭐하겠습니까 존맛입니다,해창은 말해 뭐하겠습니까 존맛입니다
121,평점5,술마켓,berk****,23.05.17.,맛있어요!!!!! 도수도 적당하고 좋아요,맛있어요!!!!! 도수도 적당하고 좋아요
122,평점5,술마켓,aaas****,23.05.17.,해창12도는 뭐 막걸리 끝판왕이죠,해창12도는 뭐 막걸리 끝판왕이죠
123,평점5,술마켓,hong****,23.05.17.,배송빠르고 아주 맛있어요~,배송빠르고 아주 맛있어요~
124,평점4,술픽,euny****,23.05.17.,맛있습니다~~ 배송빨라요,맛있습니다~~ 배송빨라요
125,평점5,술마켓,aaas****,23.05.17.,해창12도 먹고 맛없단사람은 막걸리맛을 모르는 사람임 걸쭉한막걸리 싫어하는사람외엔 싫단사람못봤음,해창12도 먹고 맛없단사람은 막걸리맛을 모르는 사람임 걸쭉한막걸리 싫어하는사람외엔 싫단사람못봤음
126,평점5,술픽,dkfl****,23.05.17.,맛있어요! 다음에 또 먹고싶어요,맛있어요! 다음에 또 먹고싶어요
127,평점4,술픽,km34****,23.05.16.,일반 막걸리들보다 되고 향이 진했어요. 근데 너무 달아서.. 단거 별로인분들은 비추입니다ㅠ,일반 막걸리들보다 되고 향이 진했어요. 근데 너무 달아서.. 단거 별로인분들은 비추입니다ㅠ
128,평점4,술픽,bobb****,23.05.16.,생각과 다르게 엄청 눅진한 막걸리 스타일이였어요 한번 마셔본거로 만족!!,생각과 다르게 엄청 눅진한 막걸리 스타일이였어요 한번 마셔본거로 만족!!
129,평점5,술픽,toc2****,23.05.16.,독특한 맛인데 제 입맛엔 좋았어요,독특한 맛인데 제 입맛엔 좋았어요
130,평점5,술픽,eun8****,23.05.16.,진하고 맛잇습니다!!,진하고 맛잇습니다!!
131,평점4,술픽,back****,23.05.16.,너무 기대가 컸나봐요. 너무 묵직한 느낌이네요,너무 기대가 컸나봐요. 너무 묵직한 느낌이네요
132,평점5,DOSU,popo****,23.05.16.,맛있어요 빠른 배송 감사합니다,맛있어요 빠른 배송 감사합니다
133,평점4,술픽,gpwl****,23.05.15.,꾸덕꾸덕 요플레같아요:) 너무 궁금해서 구매했는데 맛있긴하나 한번맛본걸로 만족입니다,꾸덕꾸덕 요플레같아요:) 너무 궁금해서 구매했는데 맛있긴하나 한번맛본걸로 만족입니다
134,평점5,술픽,jung****,23.05.15.,술맛 진하네요! 맛있게 먹었습니다,술맛 진하네요! 맛있게 먹었습니다
135,평점5,술픽,huhh****,23.05.15.,늘 구매하는 상품입니다.,늘 구매하는 상품입니다.
136,평점5,술픽,ggos****,23.05.14.,맛있어서 늘 냉장고에 쟁여두고 마시고 있습니다,맛있어서 늘 냉장고에 쟁여두고 마시고 있습니다
137,평점5,술픽,ggos****,23.05.14.,늘 맛있게 잘 먹고 있습니다. 해창막걸리 최고!,늘 맛있게 잘 먹고 있습니다. 해창막걸리 최고!
138,평점3,술픽,kjj4****,23.05.14.,9도짜리보다는 맛이없어요 독하기만함,9도짜리보다는 맛이없어요 독하기만함
139,평점5,술픽,jiny****,23.05.14.,맛있어요 다음에 또 사먹을거 같네요,맛있어요 다음에 또 사먹을거 같네요
140,평점5,술픽,kyu0****,23.05.14.,다른 도수도 먹어보고 싶어요!!,다른 도수도 먹어보고 싶어요!!
141,평점5,술픽,a463****,23.05.14.,너모맛있음~~배송도 짱빠름,너모맛있음~~배송도 짱빠름
142,평점5,술픽,rlat****,23.05.14.,탄산대신 묵직한맛과 크리미한맛이 굿입니다,탄산대신 묵직한맛과 크리미한맛이 굿입니다
143,평점5,술마켓,iwis****,23.05.13.,맛이 좋네요. 만족합니다.,맛이 좋네요. 만족합니다.
144,평점5,술픽,gene****,23.05.13.,해창이야 말이 필요 없죠,해창이야 말이 필요 없죠
145,평점5,술픽,wbel****,23.05.13.,잘받았습니다 감사합니다 수고하세요,잘받았습니다 감사합니다 수고하세요
146,평점5,더수을,skdu****,23.05.12.,해창막걸리 노래를 부르는 남편을 위해 주문했습니다~ 맛이 깊고 좋네요??,해창막걸리 노래를 부르는 남편을 위해 주문했습니다~ 맛이 깊고 좋네요??
