,review_stars,reveiw_buy_site,review_name,review_date,review_title,review_text
50,평점3,인터파크쇼핑,p*j*****,23.06.07.,느린마을 막걸리,"배송은 약간 늦어졌지만, 맛있어요"
51,평점4,옥션,k*y*****,23.06.07.,항상 맛으로 승부하세요,항상 맛으로 승부하세요
52,평점5,G마켓,k*0*****,23.06.07.,좋은배송,배송이 빠르고 좋아요
53,평점5,옥션,8*5*****,23.06.07.,확실히 맛은 있어요,확실히 맛은 있어요
54,평점5,옥션,8*5*****,23.06.07.,탄산이 없어 좋아유,탄산이 없어 좋아유
55,평점4,옥션,j*h*****,23.06.07.,막걸리 잘 마시고 있습니다 잔도 잘 도착했고 숙성하면 ...,"막걸리 잘 마시고 있습니다 잔도 잘 도착했고
숙성하면 더 맛있다길래 숙성시키며 맛보고 있습니다 감사합니다"
56,평점5,옥션,s*b*****,23.06.07.,너무 맛있어여^^ 사은품도 감사합니다!!,너무 맛있어여^^ 사은품도 감사합니다!!
57,평점5,옥션,j*d*****,23.06.07.,너무 좋아요. 먹어도 머리 안 아프고 아스파탐이 제로라...,너무 좋아요. 먹어도 머리 안 아프고 아스파탐이 제로라서 좋아요. 사은품 컵도 좋아요
58,평점5,옥션,m*g*****,23.06.06.,이번에는 하루 지나서 마셨는데 탄산은 거의없고 단맛이 ...,이번에는 하루 지나서 마셨는데 탄산은 거의없고 단맛이 강하네요 전용잔이 유리로 업글되서 마시는 느낌이 좋아요
59,평점5,옥션,a*d*****,23.06.06.,이번에 구매할떄 유리컵 주는 행사했는데 이거 정말 좋습...,"이번에 구매할떄 유리컵 주는 행사했는데 이거 정말 좋습니다
다음에도 막막걸리 구매해서 먹을것 같아요~1
나중에 시간 두어서 먹어도 좋아요"
60,평점2,옥션,g*r*****,23.06.06.,맛이.. 없어서 사이다도 섞어봤는데 제 입맛엔 영 안 ...,맛이.. 없어서 사이다도 섞어봤는데 제 입맛엔 영 안 맞네요.
61,평점4,배상면주가 포천LB,gram****,23.06.06.,단맛이 있지만 맛은 좋아요 주위 분들도 맛잇닥고 하시네요,단맛이 있지만 맛은 좋아요 주위 분들도 맛잇닥고 하시네요
62,평점5,인터파크쇼핑,r*s*****,23.06.06.,맛있어요.,자주 구매하네요. 계절졀로 맛이 달라져서 흥미롭슺니다.
63,평점5,G마켓,j*s*****,23.06.06.,좋아요,상품 잘 받았습니다. 늘 주문해서 마시는 막걸리 좋아요
64,평점5,인터파크쇼핑,l*h*****,23.06.06.,매번 막걸리는,배상면 주가죠.. 항상먹는거라.. 큰용량 주세요.. 언능..
65,평점5,옥션,b*u*****,23.06.06.,맛도조아 혈액순환 잘되는듯 먹고 한잠자면 쵝오~,맛도조아 혈액순환 잘되는듯 먹고 한잠자면 쵝오~
66,평점5,옥션,s*e*****,23.06.06.,항상 구매해서 잘 먹고 있어요 만족해요,항상 구매해서 잘 먹고 있어요 만족해요
67,평점5,옥션,d*d*****,23.06.06.,달달하니 맛있어요~ 컵도 예쁘네요^^,달달하니 맛있어요~ 컵도 예쁘네요^^
68,평점5,인터파크쇼핑,k*m*****,23.06.06.,믿음의 배상면주가 느린막걸리,믿음의 배상면 주가 느린막걸리
69,평점5,옥션,f*a*****,23.06.06.,부드럽고 진해서 맛있어요,부드럽고 진해서 맛있어요
70,평점5,옥션,a*d*****,23.06.06.,이번에 컵도 같이 주셔서 같이 마셨는데 좋습니다 다음에...,이번에 컵도 같이 주셔서 같이 마셨는데 좋습니다 다음에 따로 다른 행사 할떄 같이 마시도록 할게요
71,평점5,옥션,u*i*****,23.06.06.,최고로 맛납니다~~담날 숙취도 없고 아주깔끔합니다 느린...,"최고로 맛납니다~~담날 숙취도 없고 아주깔끔합니다
느린마을 화이팅"
72,평점5,옥션,c*b*****,23.06.06.,하루하루 막걸리 맛이 달라지는 것을 느낄 수 있네요. ...,하루하루 막걸리 맛이 달라지는 것을 느낄 수 있네요. 잔도 아주 좋습니다.
73,평점5,옥션,r*y*****,23.06.06.,막걸리 느므 맛나요~~~,막걸리 느므 맛나요~~~
74,평점3,옥션,레*엔*****,23.06.06.,배송이 느렸어요,배송이 느렸어요
75,평점5,인터파크쇼핑,y*s*****,23.06.06.,맛있어요,다른 막걸리는 마시면 속이 안좋은데 느림마을 막걸리는 안그래서 이 막걸리만 먹게 되네요. 잘 먹겠습니다. 다 먹으면 재구매하겠습니다. 감사합니다.
76,평점4,인터파크쇼핑,l*h*****,23.06.06.,막걸리,항상 먹는거라. 좋아요. 오래 두고 먹어도 맛이 오히려 더 좋아요.
77,평점5,옥션,q*w*****,23.06.05.,역시 느린막걸리!! 최고 일하고 저녁에 한잔 먹으면 술...,"역시 느린막걸리!!
최고
일하고 저녁에 한잔 먹으면 술술 들어갑니다
전용잔도 너무 귀여움"
78,평점5,인터파크쇼핑,g*t*****,23.06.05.,편히 집에서 받아 마시니 좋네요,예쁜 전용잔까지 들어있어서 매일 두잔씩 마셨습니다. 다음날 숙취도 없고 좋네요.
79,평점5,옥션,g*d*****,23.06.05.,처음 먹어보는데 와 ? 다음에도 또 주문할게요,처음 먹어보는데 와 ? 다음에도 또 주문할게요
80,평점5,옥션,s*i*****,23.06.05.,막걸리 중에 최고인 것 같아요. 전용잔도 이뻐요.,막걸리 중에 최고인 것 같아요. 전용잔도 이뻐요.
81,평점5,AK몰,bora****,23.06.05.,배송도 빠르고 상품도...,"배송도 빠르고 상품도 좋고요, 전용잔도 좋아요."
82,평점5,배상면주가 포천LB,pdow****,23.06.05.,부모님이 사다드렸는데 맛있다고 하네요,부모님이 사다드렸는데 맛있다고 하네요
83,평점5,옥션,6*2*****,23.06.05.,깔끔한 포장 감사합니다. 잘 마실게요.,"깔끔한 포장 감사합니다.
잘 마실게요."
84,평점5,배상면주가 포천LB,juni****,23.06.05.,항상 막걸리는 느린 만 먹습니다,항상 막걸리는 느린 만 먹습니다
85,평점5,옥션,n*1*****,23.06.05.,신랑이 맛있다고 좋아하네요,신랑이 맛있다고 좋아하네요
86,평점5,옥션,a*s*****,23.06.05.,맛있어요 너무 ~~~~~~~~,맛있어요 너무 ~~~~~~~~
87,평점5,옥션,h*k*****,23.06.05.,남편이 맛이 좋대요.,남편이 맛이 좋대요.
88,평점5,옥션,b*b*****,23.06.05.,전용잔받고도 싸게 구매했네요. 마트에서 병당 3천원 하...,"전용잔받고도 싸게 구매했네요.
마트에서 병당 3천원 하던데..쿠폰쓰고 해서 2천원대에 구매했으니~담에 또 구매 할께요"
89,평점5,옥션,m*u*****,23.06.05.,상큼해요,상큼해요
90,평점5,인터파크쇼핑,w*f*****,23.06.05.,무아스파탐 좋아요,갈수록깊은맛이일품인느린마을이에요 무아스파탐이라더좋아요♡♡
91,평점5,인터파크쇼핑,d*l*****,23.06.05.,"맛 착하고, 가격은 더 착하네요! 전용잔까지~","맛 착하고, 가격은 더 착하네요! 전용잔까지~"
92,평점5,옥션,k*h*****,23.06.05.,맛있습니다. 부드럽게 넘어가고 아주달진 않아서 좋습니다...,맛있습니다. 부드럽게 넘어가고 아주달진 않아서 좋습니다.
93,평점5,인터파크쇼핑,k*n*****,23.06.05.,좋아요,맛있어요. 잔 맘에 들어요.
94,평점5,AK몰,1073****,23.06.05.,좋아요 추천합니다 배...,좋아요 추천합니다 배송도 빠르고 포장도 꼼꼼합니다. 가격도 저렴하니 추천합니다.
95,평점5,옥션,t*i*****,23.06.05.,존맛탱이에요ㅎㅎㅎ 쭉쭉쭉쭉 들어가요,존맛탱이에요ㅎㅎㅎ 쭉쭉쭉쭉 들어가요
96,평점5,인터파크쇼핑,d*l*****,23.06.05.,"맛 착하고, 가격은 더 착하네요! 전용잔까지~ 전용잔 예쁘네요!","맛 착하고, 가격은 더 착하네요! 전용잔까지~ 전용잔 예쁘네요!"
97,평점5,배상면주가 포천LB,wpgn****,23.06.05.,역시 맛있습니다. 잘 먹었습니다,역시 맛있습니다. 잘 먹었습니다
98,평점5,옥션,o*s*****,23.06.04.,어제 살짝 얼려 마셨는데 정말 끝내줬어요. 오늘은 제육...,"어제 살짝 얼려 마셨는데 정말 끝내줬어요.
오늘은 제육볶음이랑 같이 마시려구요 히히"
99,평점5,옥션,c*y*****,23.06.04.,일반 막걸리와 다르게 우유같았어요. 맛은부드러운데 먹고...,일반 막걸리와 다르게 우유같았어요. 맛은부드러운데 먹고나니 취기가 오르네요.
100,평점5,G마켓,k*r*****,23.06.04.,맛있고 좋아요,목 넘김도 좋고 간단한 찌개나 전 하나면 기분 좋게 마실 수 있는 거 같네요.
101,평점4,옥션,d*k*****,23.06.04.,다른 막걸리랑 다른느낌? 쌀향 진하고 맛있어요 전용잔...,"다른 막걸리랑 다른느낌?
쌀향 진하고 맛있어요
전용잔은 4병째 마시는데 혼자 깨지네요 ㅠ"
102,평점5,인터파크쇼핑,l*c*****,23.06.04.,느린마을 막걸리 좋아요.,정말 맛있어서 좋아요. 계속 이것만 마시게 되네요.
103,평점5,옥션,w*d*****,23.06.04.,받자마자 바로 김치냉장고에 넣었어요. 잘먹을게요,받자마자 바로 김치냉장고에 넣었어요. 잘먹을게요
104,평점4,옥션,a*c*****,23.06.04.,잘 받았어요 가끔 주문해 먹는데 맛 좋아요,"잘 받았어요
가끔 주문해 먹는데 맛 좋아요"
105,평점5,옥션,k*y*****,23.06.04.,남편이 좋아하네요 저렴하게 잘 샀습니다.,남편이 좋아하네요 저렴하게 잘 샀습니다.
106,평점5,옥션,p*s*****,23.06.04.,좋은제품 저렴하게 주셔서 감사합니다,좋은제품 저렴하게 주셔서 감사합니다
107,평점5,옥션,h*i*****,23.06.04.,좋은 막걸리를 택배로 잘 샀어요,좋은 막걸리를 택배로 잘 샀어요
108,평점5,옥션,k*d*****,23.06.04.,역시 맛있어요.매일 먹습니다,역시 맛있어요.매일 먹습니다
109,평점5,옥션,p*s*****,23.06.04.,소시쩍 몰래 먹었던 그맛.,소시쩍 몰래 먹었던 그맛.
110,평점5,AK몰,1074****,23.06.04.,저렴하고 배송도 잘옵...,저렴하고 배송도 잘옵니다
111,평점5,배상면주가 포천LB,kyr0****,23.06.04.,항상 부드럽고 맛있음,항상 부드럽고 맛있음
112,평점4,옥션,s*s*****,23.06.04.,먹을 만하네요,먹을 만하네요
113,평점5,인터파크쇼핑,k*k*****,23.06.04.,맛잇네요,달고 맛잇네요 . 사이다처럼 톡쏘고 맛잇어요.
114,평점5,인터파크쇼핑,l*c*****,23.06.04.,느린마을 막걸리가 맛나요.,역시 맛있네요. 더 자주 사먹게 되네요. 행사 많이하면 좋겠네요.
115,평점4,옥션,s*s*****,23.06.03.,"가끔 주문해요, 예전 주문시 증정컵은 유리나 도자기가 ...","가끔 주문해요, 예전 주문시 증정컵은 유리나 도자기가 아니여서 실망했는데 이번엔 유리 언더락 잔이라 맘에 들어요. 시간에 따라 맛의 변화를 느낄 수 있어서 좋아요."
116,평점5,옥션,h*l*****,23.06.03.,받자마자 하나까먹고 사진 찍었네요. 너무 맛있고 먹은 ...,받자마자 하나까먹고 사진 찍었네요. 너무 맛있고 먹은 다음날도 속이편하니 아주 좋아요.
117,평점5,옥션,b*t*****,23.06.03.,수령후 바로 먹으니 제 입맛엔 좀 달았구요 숙성후 먹어...,"수령후 바로 먹으니
제 입맛엔 좀 달았구요
숙성후 먹어봐야 겠어요
잔은 작고 이뻐요"
118,평점5,옥션,y*m*****,23.06.03.,잘 받았습니다 유리잔도 깨지지 않고 잘 도착했어요~^^...,"잘 받았습니다
유리잔도 깨지지 않고 잘 도착했어요~^^
평이 좋아서 구입했는데
숙성한 후 드신다는 평이 많아서 저도 며 칠 숙성했다가 먹으려구요~^^"
119,평점4,옥션,k*h*****,23.06.03.,조아여 아부지 드릴려고 샀습니다. 3일에 한병은 먹어야...,조아여 아부지 드릴려고 샀습니다. 3일에 한병은 먹어야 유통기한 안에 먹네요.
120,평점5,옥션,g*u*****,23.06.03.,가격대비 좋은 상품이라 생각됩니다 배송도 빠르고 좋네...,"가격대비 좋은 상품이라 생각됩니다
배송도 빠르고 좋네요
반창하세요"
121,평점5,인터파크쇼핑,y*s*****,23.06.03.,맛있어요,집까지 갖다줘서 편하고 막걸리 맛은 말할 것도 없어요
122,평점4,옥션,h*r*****,23.06.03.,처음 주문해서 먹어보니 목 넘김이 부드럽고 좋네요,처음 주문해서 먹어보니 목 넘김이 부드럽고 좋네요
123,평점5,인터파크쇼핑,j*e*****,23.06.03.,느린마을,안전하게 잘 배송됐어요깔금한 맛입니다
124,평점5,옥션,f*e*****,23.06.03.,맛있어요 냉장고에 있으니 든든하네요,맛있어요 냉장고에 있으니 든든하네요
125,평점2,옥션,c*r*****,23.06.03.,매번 후기 보고 기대하고 구매하는데...... 매번 맛...,"매번 후기 보고 기대하고 구매하는데......
매번 맛이 별루에요... 트름은 안 나오네요."
126,평점5,옥션,z*2*****,23.06.03.,오래기다렸지만 맛있게 먹고있어요,오래기다렸지만 맛있게 먹고있어요
127,평점5,옥션,w*o*****,23.06.03.,너무 맛있어요 이러다가 세일할때마다 구밉해서 먹고있어요...,너무 맛있어요 이러다가 세일할때마다 구밉해서 먹고있어요 ㅎㅎ 알콜중독될까봐 걱정입니다
128,평점5,옥션,s*o*****,23.06.03.,잘 받았습니다 막걸리 맛있어요,잘 받았습니다 막걸리 맛있어요
129,평점5,옥션,s*o*****,23.06.03.,역시 느린마을막걸리 쵝오에요,역시 느린마을막걸리 쵝오에요
130,평점5,인터파크쇼핑,l*7*****,23.06.03.,맛있고 머리가 안아파요,머리가 안아프고 속이 편해요
131,평점3,옥션,h*8*****,23.06.03.,내입맛에는 서울 막걸리 가굳,내입맛에는 서울 막걸리 가굳
132,평점5,옥션,g*n*****,23.06.03.,맛이 좋고 배송이 너무빨라요,맛이 좋고 배송이 너무빨라요
133,평점5,옥션,z*4*****,23.06.03.,맛도좋고 사은품도 감사해요,맛도좋고 사은품도 감사해요
134,평점4,옥션,k*0*****,23.06.03.,찐하고부드럽게넘어가네요,찐하고부드럽게넘어가네요
135,평점5,인터파크쇼핑,o*a*****,23.06.03.,맛있어여,봄맛 너무 좋아요 맛있어요
136,평점5,옥션,k*r*****,23.06.03.,느린마을막걸리 5병 좋아요,"느린마을막걸리 5병
좋아요"
137,평점5,옥션,c*a*****,23.06.03.,맛있게 잘 마시겠습니다,맛있게 잘 마시겠습니다
138,평점5,옥션,k*y*****,23.06.03.,깔끔하고 좋아요 ㅎㅎ,깔끔하고 좋아요 ㅎㅎ
139,평점5,옥션,k*l*****,23.06.03.,할인하면 바로구매,할인하면 바로구매
140,평점5,옥션,b*i*****,23.06.03.,잔 너무 이쁩니다.,잔 너무 이쁩니다.
141,평점5,옥션,w*9*****,23.06.03.,잘 마셨어여,잘 마셨어여
142,평점4,옥션,p*p*****,23.06.03.,국순당 최고,국순당 최고
143,평점4,옥션,m*k*****,23.06.03.,괜춘한듯...,괜춘한듯...
144,평점5,인터파크쇼핑,b*i*****,23.06.03.,맛있습니다,맛은 늘 최고입니다 근데 가격이 또 올랐네요 이제 주저할가격이네요
145,평점5,옥션,k*r*****,23.06.03.,느린마을 막걸리 좋아요 세일해서 좋아요,"느린마을 막걸리 좋아요
세일해서 좋아요"
146,평점5,옥션,a*d*****,23.06.03.,막걸리 굿 입니다 ? ? 최고입니다,막걸리 굿 입니다 ? ? 최고입니다
147,평점5,옥션,w*n*****,23.06.03.,역시 맛 좋습니다. 증정행사 좋습니다.,역시 맛 좋습니다. 증정행사 좋습니다.
148,평점5,옥션,c*j*****,23.06.03.,goooood,goooood
149,평점5,옥션,s*e*****,23.06.02.,저녁에 족발과 함께 남편이랑 삿! 전용잔꺼내다가 떨어뜨...,"저녁에 족발과 함께 남편이랑 삿!
전용잔꺼내다가 떨어뜨려 깨져버렸어요
달에 한번 주문해서 가끔 마시면
좋습니다
부드러운 맛"
150,평점4,옥션,h*e*****,23.06.02.,터진것 없이 잘 배송되었어요. 맛은 감미료가 없어서인지...,터진것 없이 잘 배송되었어요. 맛은 감미료가 없어서인지 기존 막걸리맛이랑 살짝 다르네요. 뒷맛이 깔끔하고 탄산 느낌은 덜한 것 같아요.막걸리잔은 손ㄷ찍히 좀 약해 보여요.
151,평점5,인터파크쇼핑,p*4*****,23.06.02.,배송시간이 너무 오래 걸렸어요,개인통관고유부호가 일치하지 않는다고 연락이 와서 판매자와 통화하여 송장번호를 알아내어 통관 관세사 회사에게 정확한 개인통관고유번호를 다시 알려주고나서 이틀후에 물건 받았어요. 한달쯤 걸렸네요 ㅎㅎ
152,평점5,옥션,h*n*****,23.06.02.,언제 먹어도 맛있는 느린마을막걸리… 잔도 예쁘고 마시고...,"언제 먹어도 맛있는 느린마을막걸리…
잔도 예쁘고 마시고 난 후 숙취도 없어서 늘상 주문해서 먹습니다 ㅎㅎ"
153,평점5,옥션,d*f*****,23.06.02.,감미료 들어가지 않은 막걸리가 이렇게 맛이 있는 지 몰...,감미료 들어가지 않은 막걸리가 이렇게 맛이 있는 지 몰랐습니다. 눈을 감고 있으면 또 구매하고 있는 충동이 자연스럽게 발생하네요
154,평점5,인터파크쇼핑,j*j*****,23.06.02.,맛있습니다.,맛이 좋아서 여러번 구입했는데 몇번 마셔보니 좀 질린다고 할까.. 술같지가 않고 음료수 같습니다.. 톡쏘는 맛이 없어서 아쉽네요.
155,평점5,옥션,w*o*****,23.06.02.,맛있다고하네요~신랑이 좋아해서 가끔 주문하는건데 이번에...,맛있다고하네요~신랑이 좋아해서 가끔 주문하는건데 이번에같이온 유리잔도 탄탄하니 이뻐요~!!
156,평점4,G마켓,l*2*****,23.06.02.,그래도 달아요.,"그래도 달달하달까? 무아스파탐이라지만 달아요. 다른 감미료가 들어간 것인지, 재료 자체의 단 맛인지는 잘 모르겠네요."
157,평점5,인터파크쇼핑,h*s*****,23.06.02.,재구매,몇번째 재구매 입니다 배송받는 편리함외에는 가격은올라서 마트와 별차이가 없어지네요
158,평점5,옥션,r*p*****,23.06.02.,사은품 컵도 예전 플라스틱? 컵보다 더 예쁘고 실용적이...,사은품 컵도 예전 플라스틱? 컵보다 더 예쁘고 실용적이네요 너무 맘에듭니다. 제품은 말할 것도 없죠.. 유일하게 마시는 술이네요.
159,평점5,옥션,d*f*****,23.06.02.,택배사에 하루 있다 와서 변질될까 걱정했는데 다행이 아...,택배사에 하루 있다 와서 변질될까 걱정했는데 다행이 아무 이상없이 왔어요
160,평점5,옥션,n*2*****,23.06.02.,일반 장수 막걸리보다 목넘김이 아주 부드럽고 약간 고소...,일반 장수 막걸리보다 목넘김이 아주 부드럽고 약간 고소한 맛입니다 탄산은 숙성을 더 하면 생긴다지만 숙성 되기전에 다 마실거 같습니다 막걸리 유리잔도 이쁘고 막걸리도 맛있고 추천 합니다
161,평점4,옥션,a*e*****,23.06.02.,벌써 여러차례 구매함. 좋아요. 편의점용 할인쿠폰도 주...,벌써 여러차례 구매함. 좋아요. 편의점용 할인쿠폰도 주시네요.
162,평점4,옥션,i*a*****,23.06.02.,잔 이쁘네요. 잔 때문에 산거라..ㅎ 막걸리는 잘 먹어...,"잔 이쁘네요. 잔 때문에 산거라..ㅎ
막걸리는 잘 먹어볼께요..ㅎ"
163,평점5,옥션,k*m*****,23.06.02.,느린마을 막걸리만 미시고 있습니다. 마누라가 더 좋아하...,느린마을 막걸리만 미시고 있습니다. 마누라가 더 좋아하네요.
164,평점5,옥션,e*i*****,23.06.02.,맛잇어요 늘 먹던거에요 부드러워요 가격좀 저렴하게해주세...,맛잇어요 늘 먹던거에요 부드러워요 가격좀 저렴하게해주세요
165,평점5,옥션,g*a*****,23.06.02.,이번엔 배송이 좀 걸렸지만 믿고먹는 느막 언제나 짱맛입...,이번엔 배송이 좀 걸렸지만 믿고먹는 느막 언제나 짱맛입니다
166,평점5,옥션,j*7*****,23.06.02.,일반 막걸리보다 덜 달아서 좋아요 배송도 아주 만족합...,"일반 막걸리보다 덜 달아서 좋아요
배송도 아주 만족합니다"
167,평점5,AK몰,youn****,23.06.02.,마음에 들어요 재구매...,마음에 들어요 재구매하고 있는 막걸리. 맛이 너무 좋아요
